References,transformed_references,indic_conformer_transcription_raw,indic_conformer_transcription,indic_conformer_wer,indic_conformer_pred_response,google_speech_transcription_raw,google_speech_transcription,google_speech_wer,google_speech_pred_response,slang_google_speech_transcription_raw,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_pred_response,audio_links
"i want to see my transaction,i want to see my transaction","i want to see my transaction,i want to see my transaction",i want to see my transactions,i want to see my transactions,0.16666666666666666,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'i want to see my transactions'}",I want to see my transactions,i want to see my transactions,0.16666666666666666,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'i want to see my transactions'}",I want to see my transactions,i want to see my transactions,0.16666666666666666,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'transaction history'}], 'text': 'i want to see my transactions'}",https://storage.googleapis.com/slang-audio-test-data/audio/bded8d45-23dc-4362-a2b2-ca3a46653067.wav
"show me the list of active IPOs,show me the list of active ipos","show me the list of active ipos,show me the list of active ipos",show me the list of active ipos,show me the list of active ipos,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the list of active ipos'}",show me the list of active IPS,show me the list of active ips,0.14285714285714285,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the list of active ips'}",show me the list of active IPS,show me the list of active ips,0.14285714285714285,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the list of active ips'}",https://storage.googleapis.com/slang-audio-test-data/audio/bc8c06c7-d2e3-4e79-93fd-200c79eb363e.wav
"one thousand,1000","1000,1000",we thiss have act on tion too may at dirtya,we thiss have act on tion too may at dirtya,10.0,"{'intent': 'payments_bill', 'entities': [{}], 'text': 'we thiss have act on tion too may at dirtya'}",1000,1000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1000.0'}}], 'text': '1000'}",1000,1000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '1000.0'}}], 'text': '1000'}",https://storage.googleapis.com/slang-audio-test-data/audio/bacc1fa2-b0db-4f07-b7bf-3ddcd82ed57e.wav
"i want to check my balance,i want to check my balance","i want to check my balance,i want to check my balance",i want to check my balance,i want to check my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'i want to check my balance'}",I want to check my balance,i want to check my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'i want to check my balance'}",I want to check my balance,i want to check my balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'i want to check my balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/bab2aa03-ba51-4cd4-9238-93e6c3e25a29.wav
"make couple payment to airtel of eight hundred rupees,make couple payment to airtel of 800 rupees","make couple payment to airtel of 800 rupees,make couple payment to airtel of 800 rupees",make a bill payment to atel of eight hundred rupees,make a bill payment to atel of 800 rupees,0.375,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '800.0'}}], 'text': 'make a bill payment to atel of 800 rupees'}",make a bill payment to Airtel of 800 rupees,make a bill payment to airtel of 800 rupees,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '800.0'}}], 'text': 'make a bill payment to airtel of 800 rupees'}",make a bill payment to Airtel of 800 rupees,make a bill payment to airtel of 800 rupees,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '800.0'}}], 'text': 'make a bill payment to airtel of 800 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/b16212c5-bca2-48ed-b96b-f4666229f998.wav
"can u check current IPOs,can u check current ipos","can u check current ipos,can u check current ipos",can you check current iypios ,can you check current iypios,0.4,"{'intent': '', 'entities': [{}], 'text': 'can you check current iypios'}",can you check current IPS,can you check current ips,0.4,"{'intent': '', 'entities': [{}], 'text': 'can you check current ips'}",can you check current IPS,can you check current ips,0.4,"{'intent': '', 'entities': [{}], 'text': 'can you check current ips'}",https://storage.googleapis.com/slang-audio-test-data/audio/b5552d87-f9ee-44e9-9ff8-a3d005036549.wav
"i would like to make a donation to akshaya patra,i would like to make a donation to akshaya patra","i would like to make a donation to akshaya patra,i would like to make a donation to akshaya patra",i would like to make a donation to akshaia patra,i would like to make a donation to akshaia patra,0.1,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'patra'}], 'text': 'i would like to make a donation to akshaia patra'}",I would like to make a donation to Akshaya Patra,i would like to make a donation to akshaya patra,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'akshaya patra', 'payments_transaction_action': 'send'}], 'text': 'i would like to make a donation to akshaya patra'}",I would like to make a donation to Akshaya Patra,i would like to make a donation to akshaya patra,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'akshaya patra', 'payments_transaction_action': 'send'}], 'text': 'i would like to make a donation to akshaya patra'}",https://storage.googleapis.com/slang-audio-test-data/audio/b4402d39-dacf-4c53-a41c-a27829c603e9.wav
"please open QR scanner for hundred rupees,please open q r scanner for hundred rupees,please open qr scanner for 100 rupees,please open q r scanner for 100 rupees","please open qr scanner for 100 rupees,please open q r scanner for 100 rupees,please open qr scanner for 100 rupees,please open q r scanner for 100 rupees",please open qas scanner for one hundred rupees,please open qas scanner for 100 rupees,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': 'please open qas scanner for 100 rupees'}",please open QR scanner for hundred rupees,please open qr scanner for 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': 'please open qr scanner for 100 rupees'}",please open QR scanner for hundred rupees,please open qr scanner for 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'scan'}], 'text': 'please open qr scanner for 100 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/b0808a05-d208-41f6-adb7-17c67f608382.wav
"donate five hundred to XY foundation,donate 500 to xy foundation","donate 500 to xy foundation,donate 500 to xy foundation",donate five hundred to x y foundations ,donate 500 to x y foundations,0.6,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donate 500 to x y foundations'}",donate 500 to xy foundations,donate 500 to xy foundations,0.2,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donate 500 to xy foundations'}",donate 500 to xy foundations,donate 500 to xy foundations,0.2,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'donations'}], 'text': 'donate 500 to xy foundations'}",https://storage.googleapis.com/slang-audio-test-data/audio/b93c13fe-ce98-47c9-a692-db9446110b6b.wav
"send three thousand rupees to lohith,send 3000 rupees to lohith","send 3000 rupees to lohith,send 3000 rupees to lohith",send three thousand rupees to lohth,send 3000 rupees to lohth,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '3000.0'}, 'payments_transaction_action': 'send'}], 'text': 'send 3000 rupees to lohth'}",send 3000 rupees to Lohit,send 3000 rupees to lohit,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '3000.0'}, 'payments_transaction_action': 'send'}], 'text': 'send 3000 rupees to lohit'}",send 3000 rupees to Lohit,send 3000 rupees to lohit,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '3000.0'}, 'payments_transaction_action': 'send'}], 'text': 'send 3000 rupees to lohit'}",https://storage.googleapis.com/slang-audio-test-data/audio/b59e1d41-c3a7-4b7a-b2b4-2c3d7716447f.wav
"i wanted to pay electricity bill,i wanted to pay electricity bill","i wanted to pay electricity bill,i wanted to pay electricity bill",i wanted to pay electric city bill,i wanted to pay electric city bill,0.3333333333333333,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'i wanted to pay electric city bill'}",I want to pay electric city bill,i want to pay electric city bill,0.5,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'i want to pay electric city bill'}",I want to pay electric city bill,i want to pay electric city bill,0.5,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'i want to pay electric city bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/b48be9fd-a26f-4691-a261-68bab016918a.wav
"request 500 rupees from abhinav jdj,request 500 rupees from abhinav jdj","request 500 rupees from abhinav jdj,request 500 rupees from abhinav jdj",request five hundred rupees from abnav gdg,request 500 rupees from abnav gdg,0.3333333333333333,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'request'}], 'text': 'request 500 rupees from abnav gdg'}",request 500 rupees from Abhinav GDG,request 500 rupees from abhinav gdg,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'request', 'payments_name': 'abhinav'}], 'text': 'request 500 rupees from abhinav gdg'}",request 500 rupees from Abhinav GDG,request 500 rupees from abhinav gdg,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '500.0'}, 'payments_transaction_action': 'request', 'payments_name': 'abhinav'}], 'text': 'request 500 rupees from abhinav gdg'}",https://storage.googleapis.com/slang-audio-test-data/audio/b9e61bef-30c3-4dc9-ad8c-696722bb5e16.wav
"pull up QR code scanner I want to pay,pull up q r code scanner I want to pay,pull up qr code scanner i want to pay,pull up q r code scanner i want to pay","pull up qr code scanner i want to pay,pull up q r code scanner i want to pay,pull up qr code scanner i want to pay,pull up q r code scanner i want to pay",pull up qars code scanner i want to pay,pull up qars code scanner i want to pay,0.1111111111111111,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'scan'}], 'text': 'pull up qars code scanner i want to pay'}",Gulab QR code scanner I want to pay,gulab qr code scanner i want to pay,0.2222222222222222,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'gulab', 'payments_transaction_action': 'scan'}], 'text': 'gulab qr code scanner i want to pay'}",Gulab QR code scanner I want to pay,gulab qr code scanner i want to pay,0.2222222222222222,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'gulab', 'payments_transaction_action': 'scan'}], 'text': 'gulab qr code scanner i want to pay'}",https://storage.googleapis.com/slang-audio-test-data/audio/b8b13023-5552-4824-9f8f-9b5e8ddd3bb2.wav
"send four k to ravi taneja,send 4000 to ravi taneja","send 4000 to ravi taneja,send 4000 to ravi taneja",send four k to raviitaneja,send 4000 to raviitaneja,0.4,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '4000.0'}}], 'text': 'send 4000 to raviitaneja'}",send 4K to Ravi Taneja,send 4000 to ravi taneja,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'ravi taneja', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '4000.0'}}], 'text': 'send 4000 to ravi taneja'}",send 4K to Ravi Taneja,send 4000 to ravi taneja,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'ravi taneja', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '4000.0'}}], 'text': 'send 4000 to ravi taneja'}",https://storage.googleapis.com/slang-audio-test-data/audio/b7e72c46-9de8-4216-88da-1c89a3173c51.wav
"hariharan as gift,hariharan as gift","hariharan as gift,hariharan as gift",hari herren as gift,hari herren as gift,0.6666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'hari herren as gift'}], 'text': 'hari herren as gift'}",Hariharan as gift,hariharan as gift,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'hariharan as gift'}], 'text': 'hariharan as gift'}",Hariharan as gift,hariharan as gift,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'hariharan as gift'}], 'text': 'hariharan as gift'}",https://storage.googleapis.com/slang-audio-test-data/audio/b06f5902-74ec-45d0-a49a-2d475aa5b8c2.wav
"airtel bill payment,airtel bill payment","airtel bill payment,airtel bill payment",helt andll bill payment,helt andll bill payment,0.6666666666666666,"{'intent': 'payments_bill', 'entities': [{}], 'text': 'helt andll bill payment'}",Airtel bill payment,airtel bill payment,0.0,"{'intent': 'payments_bill', 'entities': [{}], 'text': 'airtel bill payment'}",Airtel bill payment,airtel bill payment,0.0,"{'intent': 'payments_bill', 'entities': [{}], 'text': 'airtel bill payment'}",https://storage.googleapis.com/slang-audio-test-data/audio/b6add438-f509-479e-8fbd-fe2dad0e91e7.wav
"make payment against,make payment against","make payment against,make payment against",make payment against no,make payment against no,0.3333333333333333,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'make payment against no'}",make payment against,make payment against,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'make payment against'}",make payment against,make payment against,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'make payment against'}",https://storage.googleapis.com/slang-audio-test-data/audio/b06a4da9-25f4-4619-9016-8221dca36bcc.wav
"send two hundred rupees to amar,send 200 rupees to amar","send 200 rupees to amar,send 200 rupees to amar",send two hundred rupees to amar,send 200 rupees to amar,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'send', 'payments_name': 'amar'}], 'text': 'send 200 rupees to amar'}",send 200 rupees to Amar,send 200 rupees to amar,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'send', 'payments_name': 'amar'}], 'text': 'send 200 rupees to amar'}",send 200 rupees to Amar,send 200 rupees to amar,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'send', 'payments_name': 'amar'}], 'text': 'send 200 rupees to amar'}",https://storage.googleapis.com/slang-audio-test-data/audio/b0e24fd1-e2c9-4185-b80c-28c975744d31.wav
"ten k,10000","10000,10000",ten k ,10000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10000.0'}}], 'text': '10000'}",10k,10000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10000.0'}}], 'text': '10000'}",10k,10000,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '10000.0'}}], 'text': '10000'}",https://storage.googleapis.com/slang-audio-test-data/audio/afe1ae5f-a71f-4df4-ac71-3219a991439d.wav
"i would like to make donation to PM cares fund,i would like to make donation to pm cares fund","i would like to make donation to pm cares fund,i would like to make donation to pm cares fund",i would like to make a donation to pm cares fund,i would like to make a donation to pm cares fund,0.1,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'i would like to make a donation to pm cares fund'}",I would like to make a donation to PM cares fund,i would like to make a donation to pm cares fund,0.1,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'i would like to make a donation to pm cares fund'}",I would like to make a donation to PM cares fund,i would like to make a donation to pm cares fund,0.1,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'i would like to make a donation to pm cares fund'}",https://storage.googleapis.com/slang-audio-test-data/audio/af6bb9e0-fe00-4ee0-890f-0bdad02f3499.wav
"send hundred rupees to vishnu,send 100 rupees to vishnu","send 100 rupees to vishnu,send 100 rupees to vishnu",sende hundred rupees to vishnu   ,sende 100 rupees to vishnu,0.2,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_name': 'vishnu', 'payments_transaction_action': 'send'}], 'text': 'sende 100 rupees to vishnu'}",send hundred rupees to Vishnu,send 100 rupees to vishnu,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'vishnu'}], 'text': 'send 100 rupees to vishnu'}",send hundred rupees to Vishnu,send 100 rupees to vishnu,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send', 'payments_name': 'vishnu'}], 'text': 'send 100 rupees to vishnu'}",https://storage.googleapis.com/slang-audio-test-data/audio/aea79ead-c4b8-48a8-b05f-5034229d18b0.wav
"show me how to send hundred rupees,show me how to send 100 rupees","show me how to send 100 rupees,show me how to send 100 rupees",show me how to send on hundred rupees,show me how to send on 100 rupees,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send'}], 'text': 'show me how to send on 100 rupees'}",show me how to send hundred rupees,show me how to send 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send'}], 'text': 'show me how to send 100 rupees'}",show me how to send hundred rupees,show me how to send 100 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'send'}], 'text': 'show me how to send 100 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/ade105aa-52f4-4764-b3d9-c6e7fd5e6f76.wav
"pay TATA sky bill,pay tata sky bill","pay tata sky bill,pay tata sky bill",pay tatasky bill,pay tatasky bill,0.5,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay tatasky bill'}",pay Tata Sky bill,pay tata sky bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay tata sky bill'}",pay Tata Sky bill,pay tata sky bill,0.0,"{'intent': 'payments_bill', 'entities': [{'payments_bill_action': 'pay'}], 'text': 'pay tata sky bill'}",https://storage.googleapis.com/slang-audio-test-data/audio/adcfbbe5-ee4f-40bb-81bc-d28989bdc6ef.wav
"send my mom two thousand five hundred twenty bucks,send my mummy two thousand five hundred twenty bucks,send my mom 2520 bucks,send my mummy 2520 bucks","send my mom 2520 bucks,send my mummy 2520 bucks,send my mom 2520 bucks,send my mummy 2520 bucks",sunmam wver two thousand fivedre twenty bucks,sunmam wver 2000 fivedre 20 bucks,1.0,"{'intent': 'payments_transactions', 'entities': [{}], 'text': 'sunmam wver 2000 fivedre 20 bucks'}",send my mum 2520,send my mum 2520,0.4,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '2520.0'}}], 'text': 'send my mum 2520'}",send my mum 2520,send my mum 2520,0.4,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '2520.0'}}], 'text': 'send my mum 2520'}",https://storage.googleapis.com/slang-audio-test-data/audio/ab677ffd-489c-4a7a-8e2d-bdbe6386be33.wav
"i would like to check all the offers,i would like to check all the offers","i would like to check all the offers,i would like to check all the offers",i would like to check all the offers,i would like to check all the offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'i would like to check all the offers'}",I would like to check all the offers,i would like to check all the offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'i would like to check all the offers'}",I would like to check all the offers,i would like to check all the offers,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'offers'}], 'text': 'i would like to check all the offers'}",https://storage.googleapis.com/slang-audio-test-data/audio/ab53c837-5d96-41d3-a844-ea1ab8c9699c.wav
"approve the mutual fund request for three thousand five hundred rupees,approve the mutual fund request for 3500 rupees","approve the mutual fund request for 3500 rupees,approve the mutual fund request for 3500 rupees",approve the mutual fund request for threeousdi hundred rupees,approve the mutual fund request for threeousdi 100 rupees,0.25,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '100.0'}, 'payments_transaction_action': 'request'}], 'text': 'approve the mutual fund request for threeousdi 100 rupees'}",approve the mutual fund request for 3500 rupees,approve the mutual fund request for 3500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '3500.0'}, 'payments_transaction_action': 'request'}], 'text': 'approve the mutual fund request for 3500 rupees'}",approve the mutual fund request for 3500 rupees,approve the mutual fund request for 3500 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '3500.0'}, 'payments_transaction_action': 'request'}], 'text': 'approve the mutual fund request for 3500 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/a5122569-e98d-422d-8e13-0235cc67dc6c.wav
"current balance,current balance","current balance,current balance",current balance,current balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'current balance'}",current balance,current balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'current balance'}",current balance,current balance,0.0,"{'intent': 'payments_navigation', 'entities': [{'payments_navigation_target': 'balance enquiry'}], 'text': 'current balance'}",https://storage.googleapis.com/slang-audio-test-data/audio/a2702793-0ded-4fbf-b2a8-ea9b35275a72.wav
"i sent money to my friend  i want to get money back from him please request vishal,i sent money to my friend  i want to get money back from him please request vishal","i sent money to my friend  i want to get money back from him please request vishal,i sent money to my friend  i want to get money back from him please request vishal",i send money to my friend i want to get money back from him please requestsal,i send money to my friend i want to get money back from him please requestsal,0.17647058823529413,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send'}], 'text': 'i send money to my friend i want to get money back from him please requestsal'}",I send money to my friend I want to get money back from him please request Vishal,i send money to my friend i want to get money back from him please request vishal,0.058823529411764705,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'vishal'}], 'text': 'i send money to my friend i want to get money back from him please request vishal'}",I send money to my friend I want to get money back from him please request Vishal,i send money to my friend i want to get money back from him please request vishal,0.058823529411764705,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_action': 'send', 'payments_name': 'vishal'}], 'text': 'i send money to my friend i want to get money back from him please request vishal'}",https://storage.googleapis.com/slang-audio-test-data/audio/a519181e-a539-4a26-9985-7e388d8c3f7d.wav
"show me the ongoing IPos,show me the ongoing ipos","show me the ongoing ipos,show me the ongoing ipos",show me the ongoing ipos,show me the ongoing ipos,0.0,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the ongoing ipos'}",show me the ongoing IPS,show me the ongoing ips,0.2,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the ongoing ips'}",show me the ongoing IPS,show me the ongoing ips,0.2,"{'intent': 'payments_navigation', 'entities': [{}], 'text': 'show me the ongoing ips'}",https://storage.googleapis.com/slang-audio-test-data/audio/a9083aa5-1413-41b0-bc3d-ed44ac674536.wav
"request money from dad two not five rupees,request money from dad 205 rupees","request money from dad 205 rupees,request money from dad 205 rupees",request money from dad to not five rupees,request money from dad 205 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '205.0'}, 'payments_transaction_action': 'request', 'payments_name': 'dad'}], 'text': 'request money from dad 205 rupees'}",request money from dad to not five rupees,request money from dad 205 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '205.0'}, 'payments_transaction_action': 'request', 'payments_name': 'dad'}], 'text': 'request money from dad 205 rupees'}",request money from dad to not five rupees,request money from dad 205 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '205.0'}, 'payments_transaction_action': 'request', 'payments_name': 'dad'}], 'text': 'request money from dad 205 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/a1236ff5-344a-4ac7-9bef-ca5ebbbeccc1.wav
"hey donate twenty thousand to akshaya patra,hey donate 20000 to akshaya patra","hey donate 20000 to akshaya patra,hey donate 20000 to akshaya patra",hey donate twenty thousand to akshai patra,hey donate 20000 to akshai patra,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'patra', 'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'hey donate 20000 to akshai patra'}","hey donate 20,000 to Akshay Patra",hey donate 20000 to akshay patra,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'akshay patra', 'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'hey donate 20000 to akshay patra'}","hey donate 20,000 to Akshay Patra",hey donate 20000 to akshay patra,0.16666666666666666,"{'intent': 'payments_transactions', 'entities': [{'payments_name': 'akshay patra', 'payments_transaction_action': 'send', 'payments_transaction_amount': {'std_money_unit': 'None', 'std_money_amount': '20000.0'}}], 'text': 'hey donate 20000 to akshay patra'}",https://storage.googleapis.com/slang-audio-test-data/audio/a752db79-8724-42e5-833c-712ff38901cd.wav
"open the scanner and send two hundred rupees,open the scanner and send 200 rupees","open the scanner and send 200 rupees,open the scanner and send 200 rupees",open the scanner and send two hundred rupees,open the scanner and send 200 rupees,0.0,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'scan'}], 'text': 'open the scanner and send 200 rupees'}",open the scanner in send 200 rupees,open the scanner in send 200 rupees,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'scan'}], 'text': 'open the scanner in send 200 rupees'}",open the scanner in send 200 rupees,open the scanner in send 200 rupees,0.14285714285714285,"{'intent': 'payments_transactions', 'entities': [{'payments_transaction_amount': {'std_money_unit': 'INR', 'std_money_amount': '200.0'}, 'payments_transaction_action': 'scan'}], 'text': 'open the scanner in send 200 rupees'}",https://storage.googleapis.com/slang-audio-test-data/audio/a705d746-2713-4fb0-9d45-3c408b28ff25.wav
