File_name,Reference_transcript ,Language
2e20d6f7-9d9c-4d1d-a351-80c720ebae9e,show me my last transaction ,en-IN
2ec7d239-8259-4423-9934-a59726d50c6b,how do i gift my mother five thousand rupees amount,en-IN
3a7ffe3c-65d4-45a5-94a2-57bfde7fd8d6,microphone permission ,en-IN
3b6baab9-3cec-4cd9-ab44-ff90bca5c197,i want to send two hundred rupees and fifty paise to the maid ,en-IN
3b7dc72a-1e0c-4cd7-884d-b80f4fa3639d,request lohith to transfer rupees one thousand two hundred and fifty to me,en-IN
3b047afd-437b-4740-a78f-d7ec1540900d,request fifty thousand two hundred rupees from kumar ,en-IN
3c753415-0737-4ae2-9f5f-8d932d4acff7,request vinayak to transfer two thousand to me ,en-IN
3cb4ae63-5248-49da-8747-6e578d0ea149,show me my x transaction history ,en-IN
3ce7ecf1-df84-4736-a9b1-d5cea1f65f3c,i would like to make a donation to pm cares fund ,en-IN
3f641109-0087-4834-9ca9-7c01c0654498,go to scanner and send two hundred and twenty two rupees,en-IN
4a31e334-2e81-4186-88fc-5f699c9bb157,go and ask rajesh to pay four hundred rupees,en-IN
4afaedef-41fb-47d8-9d0f-7c2cf7003e18,i would like to view my transaction history ,en-IN
4bdf4ae6-f8f7-4a61-9169-525bf7926586,request three hundred from satish ,en-IN
4c7fa7db-8cc6-47a6-8f6e-c6a85b99b448,view my transaction history ,en-IN
4cffa417-1fb5-4ef5-a610-8467d1815ab7,please pay my minimum amount for my credit card bill,en-IN
4d51a68d-2031-4b9d-b395-34d15c14ac98,approve the pending request,en-IN
4d90b25c-e56c-46da-bfb0-33e0f53fc162,i would like to see my balance ,en-IN
04dac829-11a3-4603-ac5b-7eccedf930da,i would like to view my transaction history ,en-IN
4e5a8848-12d6-4f5a-93a1-24b24c2ba16a,three four zero zero ha,en-IN
4e167b82-26e6-4101-8e41-c7679ff25e42,show offers related to credit card ,en-IN
04f5bc31-3f4a-464e-96e6-498897dfc064,scan and pay for milk twenty one rupees ,en-IN
4fb46350-1381-4b6a-a551-f334baf2fe25,ask sourab to send me back fifteen hundred rupees ,en-IN
4fc29e5a-b2af-4fee-8afc-7226399f1670,request two hundred rupees from shikha ,en-IN
5a560442-1cfb-41d6-973b-cf39359c3a44,send two not five rupees to abhay,en-IN
5ac59aab-8573-4ec4-8940-0c89ffe5f753,please open the QR scanner of thousand rupees,en-IN
5b5f8eb1-d973-4b1a-b949-573923f8fbf5,send three hundred to vijay ,en-IN
5b328f38-a362-457b-bc11-31385fad4957,how to approve the payment from swiggy ,en-IN
5b273272-7fb7-4d44-b12e-5b072f74dbd8,please pay fifty k to ,en-IN
5d535657-1c83-4567-bffe-c3ab8110a311,request five thousand from ankitha ,en-IN
5d758930-9d2e-4119-b267-f99776f935c4,approve rahul request of five hundred rupees,en-IN
5f058554-6678-4591-98b2-c393d4584fd0,please approve my current payments ,en-IN
5fee4bba-ecfc-47c0-994b-a1f7fca4139f,request ten k as salary from ,en-IN
5fee4bba-ecfc-47c0-994b-a1f7fca4139f,make a payment through QR code ,en-IN
6a671119-733b-437f-863b-9f0c32ef5566,send rupee hundred and two point fifty paise to pandya sathya prakash,en-IN
6adffa31-7a57-4003-abe2-79a1a8341e8a,send rupee five thousand to amitash bhaiya,en-IN
6b78947d-a4a0-459c-b720-344165c95d08,send five thousand to,en-IN
6c6e4b76-dbe6-49ef-ad63-a3a2655ae750,request sharda,en-IN
6e924144-088a-44c3-bc41-9ac15a21494d,show my bank balance ,en-IN
6f8bd742-17eb-4f5e-8681-30853809516f,credit forty four thousand to myself ,en-IN
06fa0bf2-5fd9-441c-9758-ea0b3aa7bc4f,can i have ten thousand to pay my bills from nagi,en-IN
7adf4727-05cf-4b25-af41-b3036373d4a6,approve vijay's two hundred rupees,en-IN
7b9b6adb-df30-4a23-85c3-043428bd971c,show my bank balance ,en-IN
7b87eafe-7c21-498e-93f5-6be17cf ac854,i am low on account balance ,en-IN
7c387e93-e9bf-4cee-b6c4-2bc7bfe1273d,can you gift two hundred rupees voucher to abc,en-IN
7cb48268-4fc5-455e-9af9-b5d223369844,pay my dth bill,en-IN
07d41c83-b759-462a-9e11-b614f7dbed3b,send three o five to giri,en-IN
07d310d5-bfd9-49c2-a35a-59648815cb4c,place a request to receive money from abhi,en-IN
7ebaaa10-3c29-4cf7-80fe-b68cabf2ad68,transaction history ,en-IN
7ec089e6-b575-46ec-a600-efeee431a442,send hundred rupees to ajay,en-IN
7ed0ed67-c281-4545-a525-c53058176dfd,i would like to view my balance ,en-IN
7f4bb526-5aad-416b-b51e-4adcf31565bf,pay my electricity bill,en-IN
8a5defdd-7119-4931-87e4-16cf4b4e3df5,please open the QR scanner of rupees one thousand rupees,en-IN
8a7836ad-133e-448e-adc5-c12f48bceed1,scan and send five thousand rupees,en-IN
8aa41632-9e5b-4fbf-b15c-f2f6785814ad,water bill amounting to eight hundred rupees please pay,en-IN
8abad27f-3197-4962-8b36-3df5a38fa91c,two hundred,en-IN
8b01cfdd-84e3-44ab-b56b-521fc8e61537,shanthi,en-IN
8be9e9f6-1322-460c-9692-eefabb679586,ask abhay to send one fifty rupees for sharing the shatl cost,en-IN
8d807f75-637a-428b-8c04-1957f4bc27d7,please show my transaction history ,en-IN
8e977693-68b5-4110-9d0c-cd56bace5022,scan and send four thousand four ninety five rupees,en-IN
8fe2538a-bfad-4d94-9735-5513c8550933,ask saurabh to send me fifteen hundred rupees,en-IN
9a1c1765-87c0-4c19-802b-a9ee7f1cbcf8,request four fifty from adithi,en-IN
9a1d943e-0888-4f62-9ddb-3ffb495d8af5,pay six hundred rupees as water bill,en-IN
9b1d6fd1-c78d-4d5d-a72c-3efdaeaf6f22,zero,en-IN
9bc77d30-e7a0-4ce6-b8a4-59f4a6867570,approve payment request from bigbasket,en-IN
9c3fb163-aac6-41c1-bbab-3e9343f55ed0,donate six thousand rupees to pm care fund ,en-IN
9c6f4102-08ca-4792-8eb3-3eeaa6aa0e9a,gift shikha two rupees ,en-IN
9cb88481-aa8c-4437-aadf-d3f0c37ae1ba,QR code scanner,en-IN
9d75f8ba-7dad-424d-819f-089f76235613,check any offers are there ,en-IN
09d898b9-4674-4f11-8a91-d48acc379f59,IPO,en-IN
9e8bd001-b498-4ef5-9ee1-66763b0b2dd8,view recent IPOs,en-IN
9ea4ebfd-ef20-49db-a6d6-e0afb81a526a,scan and send five hundred rupees,en-IN
9ebb9920-4762-4e28-8114-cb1d7bfa6752,show me some offers,en-IN
12a0a816-6695-4ae3-a029-da45b1f408ec,donate two thousand rupees to pm care fund for corona relief,en-IN
13c57d6a-6cf3-4ffa-8a3d-2df3c11937d6,send one thousand five hundred to saurabh for last night party share ,en-IN
15e43389-63ed-44fa-adcc-55495f3246c8,pay my sbi credit card bill,en-IN
15facba4-a3d2-4089-b630-a944b062d666,please donate eleven hundred rupees ,en-IN
16b15a86-45f6-458f-87f2-56df43907aea,twenty nine november please send shikha two hundred ,en-IN
16ce223d-feba-4f8b-b2a5-828ebc848163,can i check the offers available,en-IN
18a50e6b-7b67-4fee-b74e-33ce1fb6ad76,donate one thousand rupees to nanhi pari,en-IN
19e00b9c-a0df-44a9-8d60-476362deb552,i want to see balance of all my accounts,en-IN
20bf994c-405d-497a-b58d-b890ce1fec94,send two hundred rupees to giri,en-IN
20c72f20-c7b1-4b81-bfa8-8d5e49c673b9,one thousand from jagan ,en-IN
20f5ba09-4811-44af-95a1-72a51c371fb9,approved pending payment from croma ,en-IN
21bffd39-0eb3-462a-8929-bb5d1dc97bfb,send five hundred dollars to vijay ,en-IN
21e34151-dddc-4d8f-b4dc-87cc7f0776e3,show my current balance of punjab national bank account,en-IN
22b348e4-7f9f-44de-a9ff-d095999857a7,pay water and electricity bill,en-IN
22d503e1-cec0-4e55-8980-281e4564abc6,make a bill payment to bescom ,en-IN
22dc3bc7-e7b7-4aef-a204-73a11c1a8204,how to scan QR code ,en-IN
22fce8d0-b733-4fd9-8d9b-b1d77c5ef57a,pay my telephone bill,en-IN
23d727b1-6d2e-4df9-a9ce-42146b7ba72f,show me payment offers ,en-IN
26a4961b-78e3-410d-9ccc-c76d7b1edaaf,send two thousand five hundred rupees to raji,en-IN
27df5089-e882-40e3-b310-00b43e324ddd,recharge my phone for four seventy nine in airtel,en-IN
27f58f21-03c6-4439-93b7-e48636382cce,send one hundred rupees to my mother ,en-IN
28c82b6f-d940-4e94-bb8b-6a17ea9efbe8,transaction history ,en-IN
31c223ab-761b-4a25-8288-d8f46ca7849f,approve payment for television ,en-IN
32c622a9-3d7b-452f-ad40-e69e99c98842,five five four one account balance tell me ,en-IN
33c33756-170d-49bb-99c2-cb4c98acc18f,send two hundred to abhay for badminton game,en-IN
35c3ae2b-d0e2-4e82-afa6-2977af133597,show me all the active ipos,en-IN
36a83333-61cd-40a3-8c92-dfeade9d4655,open QR code scanner ,en-IN
38b4295b-664b-4db0-8b22-0fff3fd1a3ad,please open a QR to receive five hundred from the amritanshu bhaiya ,en-IN
40ac55ad-2ee6-4fbb-a5c4-a30eab43fa1e,how many request do you have can you approve second one,en-IN
043eee2e-f39c-45d7-9aec-80632ffda13d,show my savings account balance ,en-IN
47a14643-6cbc-49dc-a3ff-5f38af450f0c,send thousand rupees to pandey satya prakash,en-IN
50a8cc03-a75a-4c1d-8005-8f2119bf1530,send three hundred to ajay ,en-IN
55d01a3a-ddd4-45f8-a7db-dcd5e345b048,i would like to donate twenty lakhs to world wildlife fund ,en-IN
57cddeff-cd7c-4896-9688-1a5a1068ebcb,share twenty thousand dollars to red cross,en-IN
59ac448e-27d5-4187-a8a5-06b37a57df31,can you transfer hundred rupees to vijay ,en-IN
59f927e6-e68c-49bc-b496-10b98fac794f,to Aai,en-IN
61fcf5f0-4e49-4366-a98e-ae131226749c,pay pending payment request ,en-IN
63fa05f9-581f-47be-9ef8-7e66e6e284f4,i would like to check all the active ipos,en-IN
64ccbc6a-05b1-4a91-8ca6-a10f751790a5,view ipos lists,en-IN
65c93037-5b97-4d12-8b62-0ee79060d6e7,view offers of gas payments ,en-IN
066a2906-714d-45d8-b1d3-6bad3b89257f,pay my health insurance bill,en-IN
66b379b4-345e-4e7d-8a44-013535559934,pay my internet bill,en-IN
67fb778c-6b2f-4fe8-ae4a-5c781ad5008b,open scan and pay,en-IN
68bd5ea4-e707-4ca9-a347-459523143ba2,i need to get hundred rupees from satish kumar,en-IN
72aa20b0-4515-4d6e-93e3-4d037dc38847,pay vodafone bill for five hundred rupees,en-IN
72fc8664-a33d-4732-9675-e2923415b042,in cash back if i pay dth bill,en-IN
74c72372-84a2-4028-8b16-f2552a7ed16a,i want to view payment offers ,en-IN
75c9f64d-1395-4838-8458-81cb7240d00d,send hundred rupees to adity ,en-IN
75ded2d6-8cbb-4286-8b00-45c8718c48d4,pay three lakh fifty thousand rupees to my father,en-IN
76b70d5e-0df9-4386-8ad3-40313202af08,jagan,en-IN
77e55cee-50e5-4ea7-9502-c6308128f6b2,please open a QR scanner of fifty rupees,en-IN
78b45f1c-f898-4766-8d4f-949e3577b813,pay my broadband bill to airtel,en-IN
80cb9df0-9e86-4f4b-9c2f-112ecc5934df,ask lohith to pay me five hundred rupees,en-IN
80ce1a7c-8ca1-4beb-bfdf-00308316af96,five hundred,en-IN
81ef70d0-5fea-4dc0-8041-c0b4896d8bd1,show me my transaction history ,en-IN
84a13bd8-4ef7-47e1-ab85-4be279f1b8e8,pay my fast tag bill,en-IN
86b2e35e-314e-48bb-8e25-90b2b285eefa,request nine hundred hundred from kumar ,en-IN
86c9a5f9-68cf-47ae-b6d0-27233b236535,active ipos,en-IN
87fecc5c-3624-4585-8a1e-f8d0198b3494,open the scanner to pay five hundred rupees ,en-IN
88d9638c-62cc-413a-b325-67d9db4a3276,request one thousand rupees from papa,en-IN
088e2edf-25a0-4d9a-a33f-d058675b90ed,what is the current balance,en-IN
88f19987-70e4-49ca-89aa-c8c1082db672,pay my hospital bill,en-IN
89ec07ca-516a-450f-8ad1-5ea8e7bfd911,request fifty k salary from kumar ,en-IN
90a1ff52-b94c-4d74-93ea-882cd4a33424,approve the request for two hundred rupees,en-IN
92bb1098-c901-4b7f-9558-4ffab231dae3,show my current balance of hdfc bank account,en-IN
93e7898b-ba22-47d1-a048-ea7ca32cc0be,can i received fifty lakhs from shiva sir ,en-IN
96dcdd47-d992-4252-889d-1a8a8c45b429,show me my transactions,en-IN
97cf8fd2-96a8-4dbb-abe2-d26bbe9ea02f,how much is my electricity bill please pay that ,en-IN
98a38044-4840-44d0-9d0c-adde3c93f89a,i want to five hundred rupees to paakashala ,en-IN
98bcdd42-0448-4586-8a96-c504ec3b6d8c,approve water city bill,en-IN
101c640e-c920-471b-85f7-e2229bb3e367,please request fifteen hundred rupees from saurabh,en-IN
112abf80-7839-4bbb-93c1-3156d949b9f8,i want to pay vishnu fifteen hundred rupees,en-IN
142d8342-7bfc-4996-a6ac-9e9b554061fd,hey can i gift all my account balance ,en-IN
165bc478-826e-4b22-9b16-b0bbd1ac6b3e,open code scanner and pay twenty bucks to the vendor ,en-IN
187ed3d6-6278-457b-b1c3-af838569243f,request five hundred rupees to QR code ,en-IN
0206e1aa-ea12-49f9-b6e1-efb738db7a48,pay my electricity bill,en-IN
218ff4ab-4d94-438a-9156-bfc0b8188773,five hundred,en-IN
227ec315-d626-4f07-80a8-daea12c0c613,how much money is there in my bank ,en-IN
251f21df-85e5-47bc-ba12-9c0b2d703055,approval payment of a thousand rupees ,en-IN
261d6561-222b-4a26-84d2-92cfea7a1870,approve the amount that i got request from my dad,en-IN
323bd463-4fe3-472b-8829-933a382ac2d4,pay my bill with bescom,en-IN
348ba7cf-aa0e-4997-ab77-a198f7542a8a,check my bank balance ,en-IN
388d4f86-c0bc-406a-9b9c-f8a290adacab,scanner ,en-IN
391d7f26-0ebc-48be-a4e3-ad3f815de607,pay my education bill,en-IN
391d7f26-0ebc-48be-a4e3-ad3f815de607,i would like to view if there any offers,en-IN
420e8c8f-8cb1-4dc2-8a2e-885c3f3af4f0,pay my mobile bill,en-IN
482b54ad-d267-4e8a-a8e2-2edf5e2e4d0c,please transfer two lakh rupee from my mom ,en-IN
494cc253-fcec-463f-8a5f-05c468ac11a3,pay,en-IN
503bce01-c7d3-4304-b244-14e208e11ec1,send one hundred rupees,en-IN
556f6b5b-17d4-4a2e-b8a7-30c7b5c48899,i want to get five hundred rupees from my sister ,en-IN
558fe43d-730f-4c55-be79-6dc43d9d571f,i want to transfer five hundred rupees through scanner,en-IN
575f58fe-711a-4b14-8b95-2677af993771,hey what offers do you have ,en-IN
609a37df-5936-4b75-9771-0c7db635f434,show me the latest ipos,en-IN
612a9e50-3ecd-4aac-816d-cab462916b43,ipos,en-IN
613c3dff-08a1-4bcf-b4b1-969d95dec589,five not one,en-IN
613e0588-06d7-4c6c-9fd6-8a1eb466b5a2,scan and send ten rupees,en-IN
619fcad6-e1d2-462c-9b0c-825231d44127,approve payment to amazon ,en-IN
651bf372-219f-401a-929b-8e6b88afbbc4,show my account balance ,en-IN
659bc229-da54-47ac-a364-7861deb53a90,show me my balance ,en-IN
693c407d-4a94-4449-8e22-f8802f04d68a,check the cash back of the electricity payment ,en-IN
716fd1ad-6a11-4bbc-9dc9-3c48dcedecf1,make a request to rajesh hundred rupees,en-IN
735d7fb6-d118-4ab3-960b-19fd67ded9fe,i want to send one lakh rupees to druthi,en-IN
753cb51b-de31-4e51-9930-b61892a113f7,how much amount do i have as balance ,en-IN
838ecddb-f750-42ed-b1b2-91ca70b5990c,send six hundred rupees to anjali as a gift ,en-IN
882c0fc2-5f33-4bf0-b0b4-7a9addb0c00d,open the QR scanner,en-IN
946f1b99-8a09-4f27-a051-84f8037f6d25,send fifty thousand to maa for her anniversary gift,en-IN
994efae7-4301-4e6d-b21f-89ac974b3d21,twenty,en-IN
1724b75a-1746-4cc4-a07a-eb3862c61a85,show my saving account balance for pnb bank account ,en-IN
2407a798-ebb0-4cd8-9989-31c67fe48d5e,send five hundred rupees to ankitha,en-IN
2565e230-8e2c-47ee-9002-136d1a87669d,gift sahil two thousand,en-IN
2654a213-d84d-413f-9c91-edb19d5d14b4,pay my electricity bill,en-IN
2826b5ca-62c0-4e70-bab3-9a3f3f5b6244,i want seventy five rupees from hari ,en-IN
3213c98f-6cbb-4584-bc67-d206b0c110e9,five not one,en-IN
3365a2aa-efa9-4baa-9f61-3055d3f039ce,scan and send six thousand six fifty rupees,en-IN
03547b88-0fc3-492b-b8d0-d029228d06c4,i want to say ok from payment to bigbasket,en-IN
3747f742-f510-466f-a1a2-8c7e1b7f96c0,give away fifty k to pm cares fund ,en-IN
3828a282-5701-4323-b127-a0d97d31dd46,pay my sbi card credit card bill,en-IN
4309d704-d487-4321-b5de-6dbc356d92e4,want to pay hundred rupees to porche,en-IN
4717d607-93e2-498b-bb3f-39e30654ad1f,i want to pay airtel bill of six hundred rupees,en-IN
4746f689-38d3-41f4-a933-91f2751d707c,pay the water bill,en-IN
4987c11f-25a6-469b-9311-854479c853f5,five hundred,en-IN
5136bba5-3bea-49fd-949a-31ca3604bf1f,i would like to view all the ipos,en-IN
5538e527-ffd5-4b26-b593-ffac36cee8d2,hey gift,en-IN
6320c606-bced-47f1-aba0-87c763222e14,send two hundred rupees as a gift to vishnu ,en-IN
7800e25c-5ff8-4641-82c6-3a420b74af6f,donate twenty lakhs to azim premji foundation,en-IN
8015aa7d-8d7e-4389-90c3-750d857b6d21,send four hundred rupees as a gift to giri ,en-IN
8211cfaa-6a10-4fc1-abe9-ec7a9d026377,how much money do I have in my account ,en-IN
8219ba6e-76f9-42c9-a275-992023e7771e,open the QR code,en-IN
8930a798-6be3-4913-b968-582e0339a337,retail ,en-IN
9326b59c-8f6d-4d50-a311-d45c4b52c14e,so happy to give away twenty thousand to the winner ,en-IN
9566c1b1-63db-424d-808e-a3e647acfa43,send one lakh rupees to ajith,en-IN
10394a0a-4c7b-4f45-8e98-7741ca3a7a40,please pay fifty percent of my credit card bills ,en-IN
