File_name,Reference_transcript ,Language,google_speech_transcription,google_speech_wer,google_speech_slang_score,slang_google_speech_transcription,slang_google_speech_wer,slang_google_speech_slang_score,indic_wav2vec_transcription,indic_wav2vec_wer,indic_wav2vec_slang_score,slang_indic_wav2vec_transcription,slang_indic_wav2vec_wer,slang_indic_wav2vec_slang_score,audio_links
dcc63e6b-9429-4213-a357-2c845b255433,scan and send 5000 rupees,en-IN,scan and send 5000 rupees,0.0,1.0,scan and send 5000 rupees,0.0,1.0,can send rupees,0.6,0.0,can send rupees,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/dcc63e6b-9429-4213-a357-2c845b255433.wav
dcaaf923-b9e4-44e5-affc-43ad8090df7a,send dad 111 rupees for diwali has a gift,en-IN,send died eleven hundred rupees for the valley as a gift,0.6666666666666666,0.33333333333333337,send died 1100 rupees for the valley as a gift,0.5555555555555556,0.33333333333333337,send did rupees for divide as a gift,0.4444444444444444,0.25,send did rupees for divide as a gift,0.4444444444444444,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/dcaaf923-b9e4-44e5-affc-43ad8090df7a.wav
dc6bafbf-b1c1-4923-b1c0-6fd438b868c6,please open a QR scanner to send 500 rupees to shalu,en-IN,please open a qr scanner to send 500 rupees to shalu,0.0,1.0,please open a qr scanner to send 500 rupees to shalu,0.0,1.0,please open a scanner to send rupees to shale,0.2727272727272727,0.5,please open a scanner to send rupees to shale,0.2727272727272727,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/dc6bafbf-b1c1-4923-b1c0-6fd438b868c6.wav
db23c871-8d84-41c2-b06f-b30375bc4494,i would like 20000 rupees from myself,en-IN,i would like twenty thousand rupees from myself,0.2857142857142857,1.0,i would like 20000 rupees from myself,0.0,1.0,i would like 20000 rupees from myself,0.0,1.0,i would like 20000 rupees from myself,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/db23c871-8d84-41c2-b06f-b30375bc4494.wav
da10a7d0-708b-4483-93cf-d72f07a57327,how much do i have in my bank,en-IN,how much do a do i have in my bank,0.25,1.0,how much do a do i have in my bank,0.25,1.0,how much do i have in my bank,0.0,1.0,how much do i have in my bank,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/da10a7d0-708b-4483-93cf-d72f07a57327.wav
d8112543-7c1a-4e0b-9223-de7710b91c57,transfer 200 rupees to vijay,en-IN,transfer to indian rupees to vijay,0.4,0.75,transfer to indian rupees to vijay,0.4,0.75,transfer rupees to vj,0.4,0.25,transfer rupees to vj,0.4,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/d8112543-7c1a-4e0b-9223-de7710b91c57.wav
d84432e1-d35c-41df-b15b-9c10c9810f05,i want to see balance,en-IN,i want to see balance,0.0,1.0,i want to see balance,0.0,1.0,i want to see balance,0.0,1.0,i want to see balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d84432e1-d35c-41df-b15b-9c10c9810f05.wav
d767e5fd-181d-4cb8-95f0-761d0a8ad92a,i would like to see my balance,en-IN,i would like to see my balance,0.0,1.0,i would like to see my balance,0.0,1.0,i would like to see my balance,0.0,1.0,i would like to see my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d767e5fd-181d-4cb8-95f0-761d0a8ad92a.wav
d547d45d-7240-4d7c-955b-fd35552b875f,show me my account balance as of today,en-IN,show me my account balance as of today,0.0,1.0,show me my account balance as of today,0.0,1.0,show me my account balance as of today,0.0,1.0,show me my account balance as of today,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d547d45d-7240-4d7c-955b-fd35552b875f.wav
d277f314-7c72-43fb-9741-61393d99e987,pay my life insurance bill,en-IN,bmi life insurance bill,0.4,0.6666666666666667,bmi life insurance bill,0.4,0.6666666666666667,my life insurance bill,0.2,0.6666666666666667,my life insurance bill,0.2,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/d277f314-7c72-43fb-9741-61393d99e987.wav
d242ac84-d8a9-4883-a323-d5afb40d45c4,arya,en-IN,aria,1.0,0.0,aria,1.0,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/d242ac84-d8a9-4883-a323-d5afb40d45c4.wav
d237c8ad-6e99-43ac-bcd9-c21cac46934e,i want some great offers,en-IN,i want some grade outfits,0.4,1.0,i want some grade outfits,0.4,1.0,and some great offers,0.4,0.0,and some great offers,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/d237c8ad-6e99-43ac-bcd9-c21cac46934e.wav
d73d6b31-7dc1-4af5-9ab1-9fdc8670b3fe,can you please pay the electricity bill,en-IN,can you please pay the electricity bill,0.0,1.0,can you please pay the electricity bill,0.0,1.0,can you please pay the electricity bill,0.0,1.0,can you please pay the electricity bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d73d6b31-7dc1-4af5-9ab1-9fdc8670b3fe.wav
d58a1343-54fd-41f7-9648-c4e23b1d3b77,10000,en-IN,10000,0.0,1.0,10000,0.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/d58a1343-54fd-41f7-9648-c4e23b1d3b77.wav
d9df3b3e-574d-40bc-b40b-e99b6d8b1d0c,view my balance,en-IN,view my balance,0.0,1.0,view my balance,0.0,1.0,my balance,0.3333333333333333,1.0,my balance,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d9df3b3e-574d-40bc-b40b-e99b6d8b1d0c.wav
d8aec939-3808-43fe-92d3-7ffb731e56f8,show me all the transaction of today,en-IN,show me all the train section of today,0.2857142857142857,1.0,show me all the train section of today,0.2857142857142857,1.0,show me all the transaction of today,0.0,1.0,show me all the transaction of today,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d8aec939-3808-43fe-92d3-7ffb731e56f8.wav
d6b9b55a-58ab-4374-94ee-d1af9f01ecc1,i want to scan and pay 1500 rupees to the hardware shop,en-IN,i want to scan and pay 1500 to peas to the hardware shop,0.16666666666666666,0.5,i want to scan and pay 1500 to peas to the hardware shop,0.16666666666666666,0.5,i want to scan and pay 1500 rupees to the hardware shop,0.0,1.0,i want to scan and pay 1500 rupees to the hardware shop,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d6b9b55a-58ab-4374-94ee-d1af9f01ecc1.wav
d4f16053-6211-4e9f-9afa-42b9a6534a4a,scan and send 3565 rupees,en-IN,scan and send 3000 565 rupees,0.4,0.33333333333333337,scan and send 3000 565 rupees,0.4,0.33333333333333337,can send rupees,0.6,0.0,can send rupees,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/d4f16053-6211-4e9f-9afa-42b9a6534a4a.wav
d4b64e73-3e00-42fd-96c6-49d04b50562f,why,en-IN,lay,1.0,1.0,lay,1.0,1.0,,1.0,1.0,,1.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d4b64e73-3e00-42fd-96c6-49d04b50562f.wav
d3fdc905-61ea-436d-866a-535bfd225dfc,donate hariharan foundation with 100 rupees,en-IN,donate foundation with a hundred rupees,0.5,1.0,donate foundation with a 100 rupees,0.3333333333333333,1.0,and again foundation with hundred rupees,0.5,1.0,and again foundation with hundred rupees,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/d3fdc905-61ea-436d-866a-535bfd225dfc.wav
d3ddc2c5-c890-4520-afa8-6ed22e5f46a1,send money 2000 rupees to papa,en-IN,send money two thousand rupees to papa,0.3333333333333333,1.0,send money 2000 rupees to papa,0.0,1.0,send money rupees to paper,0.3333333333333333,0.25,send money rupees to paper,0.3333333333333333,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/d3ddc2c5-c890-4520-afa8-6ed22e5f46a1.wav
d2e568ec-c322-4360-b7c8-fb9bd0e448cc,ask vijetha to pay me 1000 rupees,en-IN,asked whether to pay me a thousand rupees,0.5714285714285714,1.0,asked whether to pay me a thousand rupees,0.5714285714285714,1.0,asked to pay me rupees,0.42857142857142855,0.6666666666666667,asked to pay me rupees,0.42857142857142855,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/d2e568ec-c322-4360-b7c8-fb9bd0e448cc.wav
d2bf00e5-215e-4b21-b807-b5f28a41213f,send 100 rupees to madhuri,en-IN,700 rupees to madhuri,0.4,0.6,700 rupees to madhuri,0.4,0.6,rupees to mature,0.6,0.0,rupees to mature,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/d2bf00e5-215e-4b21-b807-b5f28a41213f.wav
d0fab490-d81e-451d-8093-b82b9b0eb7c5,pay DTH payment of 600,en-IN,pay dds payment of 600,0.2,0.5,pay dds payment of 600,0.2,0.5,payment of x,0.6,0.0,payment of x,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/d0fab490-d81e-451d-8093-b82b9b0eb7c5.wav
e8daf2fa-6df1-4edf-82fa-e1aa6cb0fe92,wire in 15000 to myself,en-IN,wired in 15000 to myself,0.2,1.0,wired in 15000 to myself,0.2,1.0,in us to myself,0.4,0.75,in us to myself,0.4,0.75,https://storage.googleapis.com/slang-audio-test-data/audio/e8daf2fa-6df1-4edf-82fa-e1aa6cb0fe92.wav
cf7e69c9-9c88-47b6-aaae-1ce48601aa6d,i have ACT internet connection please pay 212 rupees outstanding balance for last month,en-IN,outstanding balance for last month,0.6428571428571429,0.33333333333333337,outstanding balance for last month,0.6428571428571429,0.33333333333333337,i have an internet connection please pay rupees outstanding balance for last month,0.14285714285714285,0.33333333333333337,i have an internet connection please pay rupees outstanding balance for last month,0.14285714285714285,0.33333333333333337,https://storage.googleapis.com/slang-audio-test-data/audio/cf7e69c9-9c88-47b6-aaae-1ce48601aa6d.wav
cf5ed8ad-e34d-42ec-8c54-5a2336360a9a,please send rajesh 250,en-IN,please send the dish to 50,1.0,0.19999999999999996,please send the dish 250,0.5,0.6666666666666667,please send test,0.5,0.0,please send test,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/cf5ed8ad-e34d-42ec-8c54-5a2336360a9a.wav
cf00bcfe-cf5c-4a60-8951-cbcf0ad95108,provide vijay 500 rupees,en-IN,provide with fire in rupees,0.75,0.0,provide with fire in rupees,0.75,0.0,rupees,0.75,0.0,rupees,0.75,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/cf00bcfe-cf5c-4a60-8951-cbcf0ad95108.wav
ce800b49-e68b-43c6-937e-de098bdce973,send 300 rupees to madhu,en-IN,send 300 rupees to madhu,0.0,1.0,send 300 rupees to madhu,0.0,1.0,and rupees to made,0.6,0.0,and rupees to made,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/ce800b49-e68b-43c6-937e-de098bdce973.wav
ce62cfca-ec55-42c4-8a62-4da600503127,transfer 205 to my sister,en-IN,transfer to note 5 to my sister,0.6,0.6,transfer to note 5 to my sister,0.6,0.6,transfer phi to my sister,0.2,0.5,transfer phi to my sister,0.2,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/ce62cfca-ec55-42c4-8a62-4da600503127.wav
cd7da8b0-321c-4d61-96a8-68a80b7739ff,400,en-IN,400,0.0,1.0,400,0.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/cd7da8b0-321c-4d61-96a8-68a80b7739ff.wav
cd2e3030-7101-4c96-8e35-15fea0044cc5,ask paru to pay me 1000 rupees,en-IN,ask pandora to play me a thousand rupees,0.5714285714285714,0.4,ask pandora to play me a thousand rupees,0.5714285714285714,0.4,to pay me trees,0.5714285714285714,0.19999999999999996,to pay me trees,0.5714285714285714,0.19999999999999996,https://storage.googleapis.com/slang-audio-test-data/audio/cd2e3030-7101-4c96-8e35-15fea0044cc5.wav
cceb1fe0-8620-46a7-a8fa-f4e0f356bbfd,can you check the offers of available,en-IN,can i check the offers are available,0.2857142857142857,0.0,can i check the offers are available,0.2857142857142857,0.0,can i check the offers available,0.2857142857142857,0.0,can i check the offers available,0.2857142857142857,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/cceb1fe0-8620-46a7-a8fa-f4e0f356bbfd.wav
ccb19037-3e6b-4a36-853e-a21ed0b92d8a,please take 211 rupees from uncle,en-IN,please take 211 rupees from,0.16666666666666666,0.75,please take 211 rupees from,0.16666666666666666,0.75,please take rupees from uncle,0.16666666666666666,0.0,please take rupees from uncle,0.16666666666666666,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/ccb19037-3e6b-4a36-853e-a21ed0b92d8a.wav
cc2370d8-8dcc-48ad-a578-57ed73208a59,i want to view the IPS today,en-IN,i want to leave the ips today,0.14285714285714285,0.5,i want to leave the ips today,0.14285714285714285,0.5,i want to leave the ips today,0.14285714285714285,0.5,i want to leave the ips today,0.14285714285714285,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/cc2370d8-8dcc-48ad-a578-57ed73208a59.wav
cbf39bf8-faa5-48fa-ac1e-ed56b88e3206,all right show the history for 5 months,en-IN,all right show should history for 5 months,0.125,1.0,all right show should history for 5 months,0.125,1.0,so the history for months,0.5,1.0,so the history for months,0.5,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/cbf39bf8-faa5-48fa-ac1e-ed56b88e3206.wav
cb455380-188b-4671-8a7f-70ec7ae2f58b,what's my correct balance,en-IN,what's my current balance,0.25,1.0,what's my current balance,0.25,1.0,what is my current balance,0.75,0.5,what is my current balance,0.75,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/cb455380-188b-4671-8a7f-70ec7ae2f58b.wav
ca953e90-eca7-45e4-b453-012445734c1f,pay BESCOM 500 rupees,en-IN,beavis come 500 rupees,0.5,0.33333333333333337,beavis come 500 rupees,0.5,0.33333333333333337,com rupees,0.75,0.0,com rupees,0.75,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/ca953e90-eca7-45e4-b453-012445734c1f.wav
ca76fab4-ab70-4bd4-8899-5418c1946cd8,show me balance of the first account in your list,en-IN,show me balance of the first account in your list,0.0,1.0,show me balance of the first account in your list,0.0,1.0,show me balance of the first account in your list,0.0,1.0,show me balance of the first account in your list,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/ca76fab4-ab70-4bd4-8899-5418c1946cd8.wav
c7245ec7-69b5-4628-9c43-4060303675c7,transfer 400 to hussian,en-IN,transfer 400 tuesday,0.5,0.5,transfer 400 tuesday,0.5,0.5,transfers,1.0,0.0,transfers,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c7245ec7-69b5-4628-9c43-4060303675c7.wav
c481e6a6-4980-4399-ba7f-c4688ed22833,pay my utilities bill,en-IN,pay my utilities bill,0.0,1.0,pay my utilities bill,0.0,1.0,my utilities bill,0.25,0.5,my utilities bill,0.25,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/c481e6a6-4980-4399-ba7f-c4688ed22833.wav
c201b051-fc1d-415c-a7c0-69290b692761,request dr. neelam 500 rupees for sandwich delivery,en-IN,500 rupees for sandwich delivery,0.375,0.6,500 rupees for sandwich delivery,0.375,0.6,request named rupees for sandwich delivery,0.375,0.25,request named rupees for sandwich delivery,0.375,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/c201b051-fc1d-415c-a7c0-69290b692761.wav
c96c2d2e-3793-422f-ab4a-ef39ff4534a3,100 rupees payment,en-IN,100 rupees payment,0.0,1.0,100 rupees payment,0.0,1.0,payment,0.6666666666666666,0.0,payment,0.6666666666666666,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c96c2d2e-3793-422f-ab4a-ef39ff4534a3.wav
c94a8140-be82-4769-976d-0ef6e9fea32f,they have asked me to scan QR code and send 500 rupees,en-IN,they will ask me to scan qr code and senpai rupees,0.3333333333333333,0.25,they will ask me to scan qr code and senpai rupees,0.3333333333333333,0.25,they asked me to scan qr code and send rupees,0.16666666666666666,0.25,they asked me to scan qr code and send rupees,0.16666666666666666,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/c94a8140-be82-4769-976d-0ef6e9fea32f.wav
c16af755-a385-4642-8b23-bd5c7f2c03e7,i approve the request,en-IN,i approve the request,0.0,1.0,i approve the request,0.0,1.0,approve the request,0.25,1.0,approve the request,0.25,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c16af755-a385-4642-8b23-bd5c7f2c03e7.wav
c7d70d8d-81de-4e2f-87d4-696ebab7b7a5,please make a transaction of 600 rupees to ruthika,en-IN,please make your tile section of 600 rupees to radhika,0.4444444444444444,0.6,please make your tile section of 600 rupees to radhika,0.4444444444444444,0.6,please make a transaction of 600 rupees to it,0.1111111111111111,0.6,please make a transaction of 600 rupees to it,0.1111111111111111,0.6,https://storage.googleapis.com/slang-audio-test-data/audio/c7d70d8d-81de-4e2f-87d4-696ebab7b7a5.wav
c6ed8c73-bcea-4271-b58e-7e7eaa9fe669,scan and send 9000 rupees,en-IN,skellington 9000 rupees,0.6,0.5,skellington 9000 rupees,0.6,0.5,can send,0.8,0.0,can send,0.8,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c6ed8c73-bcea-4271-b58e-7e7eaa9fe669.wav
c5f908f9-4b5e-4868-9e9c-d6f97a756d75,approve a payment of 100 rupees,en-IN,abdul abatement of hundred rupees,0.6666666666666666,0.0,abdul abatement of hundred rupees,0.6666666666666666,0.0,payment of rupees,0.5,0.0,payment of rupees,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c5f908f9-4b5e-4868-9e9c-d6f97a756d75.wav
c4dabbac-45e3-4a4f-89da-c175e69c679a,pay 1 million rupees to myself,en-IN,do myself,0.8333333333333334,0.25,do myself,0.8333333333333334,0.25,million rupees to myself,0.3333333333333333,1.0,million rupees to myself,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c4dabbac-45e3-4a4f-89da-c175e69c679a.wav
c4ce2b1d-b023-4085-900b-852fe0ef790f,show me listed IPOs,en-IN,show me disturbed ipos,0.25,1.0,show me disturbed ipos,0.25,1.0,some distant ipos,0.75,0.0,some distant ipos,0.75,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c4ce2b1d-b023-4085-900b-852fe0ef790f.wav
c4c03f86-7655-4c63-9343-e835a0b2f090,request 3000 from amar,en-IN,request 3000 clamor,0.5,0.5,request 3000 clamor,0.5,0.5,request from mr,0.5,0.5,request from mr,0.5,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/c4c03f86-7655-4c63-9343-e835a0b2f090.wav
c3f38eb0-3a72-4af2-b556-4f15ac703a01,please send 5000 to abhishek,en-IN,please send five thousand to abhishek,0.4,1.0,please send 5000 to abhishek,0.0,1.0,please send us to abisheik,0.4,0.0,please send us to abisheik,0.4,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c3f38eb0-3a72-4af2-b556-4f15ac703a01.wav
c02c1ae6-4795-402e-991a-6fe77e83e909,approve a payment of 2000 rupees,en-IN,approved a payment of 2000 rupees,0.16666666666666666,1.0,approved a payment of 2000 rupees,0.16666666666666666,1.0,a payment of us rupees,0.3333333333333333,1.0,a payment of us rupees,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c02c1ae6-4795-402e-991a-6fe77e83e909.wav
c1e627cc-b3d3-4979-813c-4f6c2a2a0569,open scanner to pay 10 rupees,en-IN,open scanner to pay in rupees,0.16666666666666666,0.6666666666666667,open scanner to pay in rupees,0.16666666666666666,0.6666666666666667,open scanner to pay rupees,0.16666666666666666,0.6666666666666667,open scanner to pay rupees,0.16666666666666666,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/c1e627cc-b3d3-4979-813c-4f6c2a2a0569.wav
c0bcd039-1490-42e9-a67b-aec0fe8a822f,donate some money to akshaya patra,en-IN,donate some money to a ciabatta,0.3333333333333333,0.6666666666666667,donate some money to a ciabatta,0.3333333333333333,0.6666666666666667,donate some money to accept,0.3333333333333333,0.0,donate some money to accept,0.3333333333333333,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/c0bcd039-1490-42e9-a67b-aec0fe8a822f.wav
c0b28d23-1a6e-4a34-b574-353b614484fe,show me all the offers,en-IN,show me all the offers,0.0,1.0,show me all the offers,0.0,1.0,show me all the offers,0.0,1.0,show me all the offers,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/c0b28d23-1a6e-4a34-b574-353b614484fe.wav
be663b9c-8b64-4079-a77a-84bf1b541f0a,please request maa to send me 200 rupees,en-IN,please request more to send me 200 rupees,0.125,1.0,please request more to send me 200 rupees,0.125,1.0,please request to send me rupees,0.25,0.25,please request to send me rupees,0.25,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/be663b9c-8b64-4079-a77a-84bf1b541f0a.wav
be39b73c-48d5-4d58-ab09-bb1dd3a751c3,i want to view the listed IPOs,en-IN,i want to leave the listed ipos,0.14285714285714285,0.5,i want to leave the listed ipos,0.14285714285714285,0.5,i want to leave the listed ipos,0.14285714285714285,0.5,i want to leave the listed ipos,0.14285714285714285,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/be39b73c-48d5-4d58-ab09-bb1dd3a751c3.wav
be0a8320-b6fd-4e00-a245-d4f64795904b,scan and send 3000 rupees,en-IN,cannon centre thousand rupees,0.8,0.0,cannon centre 1000 rupees,0.8,0.0,can and send true,0.6,0.0,can and send true,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/be0a8320-b6fd-4e00-a245-d4f64795904b.wav
bdf9724e-3ba3-4576-b53e-29e777c654fa,i want to invest in paytm IPO,en-IN,i want to invest in pt waipio,0.2857142857142857,1.0,i want to invest in pt waipio,0.2857142857142857,1.0,i want to invest in tmp,0.2857142857142857,1.0,i want to invest in tmp,0.2857142857142857,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/bdf9724e-3ba3-4576-b53e-29e777c654fa.wav
bded8d45-23dc-4362-a2b2-ca3a46653067,i want to see my transaction,en-IN,i want to see my transactions,0.16666666666666666,0.5,i want to see my transactions,0.16666666666666666,0.5,i am going to see my transactions,0.5,0.0,i am going to see my transactions,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/bded8d45-23dc-4362-a2b2-ca3a46653067.wav
bc8c06c7-d2e3-4e79-93fd-200c79eb363e,show me the list of active IPOs,en-IN,show me the list of active ipos,0.0,1.0,show me the list of active ipos,0.0,1.0,show me the list of active ipos,0.0,1.0,show me the list of active ipos,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/bc8c06c7-d2e3-4e79-93fd-200c79eb363e.wav
bacc1fa2-b0db-4f07-b7bf-3ddcd82ed57e,1000,en-IN,intelligent,1.0,0.0,intelligent,1.0,0.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/bacc1fa2-b0db-4f07-b7bf-3ddcd82ed57e.wav
bab2aa03-ba51-4cd4-9238-93e6c3e25a29,i want to check my balance,en-IN,i want to check my balance,0.0,1.0,i want to check my balance,0.0,1.0,i want to check my balance,0.0,1.0,i want to check my balance,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/bab2aa03-ba51-4cd4-9238-93e6c3e25a29.wav
b16212c5-bca2-48ed-b96b-f4666229f998,make couple payment to airtel of 800 rupees,en-IN,make a bill payment to a total of 800 rupees,0.5,0.0,make a bill payment to a total of 800 rupees,0.5,0.0,bill payment to of rupees,0.5,0.0,bill payment to of rupees,0.5,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b16212c5-bca2-48ed-b96b-f4666229f998.wav
b5552d87-f9ee-44e9-9ff8-a3d005036549,can u check current IPOs,en-IN,can you check current ipos,0.2,1.0,can you check current ipos,0.2,1.0,can you check current ipos,0.2,1.0,can you check current ipos,0.2,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b5552d87-f9ee-44e9-9ff8-a3d005036549.wav
b4402d39-dacf-4c53-a41c-a27829c603e9,i would like to make a donation to akshaya patra,en-IN,i would like to make a donation to abshire patra,0.1,0.19999999999999996,i would like to make a donation to abshire patra,0.1,0.19999999999999996,i would like to make a donation to accept,0.2,0.25,i would like to make a donation to accept,0.2,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/b4402d39-dacf-4c53-a41c-a27829c603e9.wav
b0808a05-d208-41f6-adb7-17c67f608382,please open QR scanner for 100 rupees,en-IN,please open qr scanner 400 rupees,0.2857142857142857,0.25,please open qr scanner 400 rupees,0.2857142857142857,0.25,open scanner for rupees,0.42857142857142855,0.6666666666666667,open scanner for rupees,0.42857142857142855,0.6666666666666667,https://storage.googleapis.com/slang-audio-test-data/audio/b0808a05-d208-41f6-adb7-17c67f608382.wav
b93c13fe-ce98-47c9-a692-db9446110b6b,donate 500 to XY foundation,en-IN,donate to ex-wife foundations,0.6,0.0,donate to ex-wife foundations,0.6,0.0,donated to xy foundations,0.6,0.0,donated to xy foundations,0.6,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b93c13fe-ce98-47c9-a692-db9446110b6b.wav
b59e1d41-c3a7-4b7a-b2b4-2c3d7716447f,send 3000 rupees to lohith,en-IN,33002 lafayette,1.0,0.0,33002 lafayette,1.0,0.0,send us rupees to loved,0.4,0.25,send us rupees to loved,0.4,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/b59e1d41-c3a7-4b7a-b2b4-2c3d7716447f.wav
b48be9fd-a26f-4691-a261-68bab016918a,i wanted to pay electricity bill,en-IN,i wanted to pay the city bill,0.3333333333333333,0.6666666666666667,i wanted to pay the city bill,0.3333333333333333,0.6666666666666667,i wanted to pay electricity bill,0.0,1.0,i wanted to pay electricity bill,0.0,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b48be9fd-a26f-4691-a261-68bab016918a.wav
b9e61bef-30c3-4dc9-ad8c-696722bb5e16,request 500 rupees from abhinav jdj,en-IN,request 500 rupees from a benefit gdg,0.5,0.6,request 500 rupees from a benefit gdg,0.5,0.6,request rupees from bang,0.5,0.25,request rupees from bang,0.5,0.25,https://storage.googleapis.com/slang-audio-test-data/audio/b9e61bef-30c3-4dc9-ad8c-696722bb5e16.wav
b8b13023-5552-4824-9f8f-9b5e8ddd3bb2,pull up QR code scanner I want to pay,en-IN,pull up qr-code scanner i want to pay,0.2222222222222222,1.0,pull up qr-code scanner i want to pay,0.2222222222222222,1.0,qr code scanners  i want to pay,0.3333333333333333,1.0,qr code scanners  i want to pay,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b8b13023-5552-4824-9f8f-9b5e8ddd3bb2.wav
b7e72c46-9de8-4216-88da-1c89a3173c51,send 4k to ravi taneja,en-IN,send 4k to ravi taneja,0.0,1.0,send 4k to ravi taneja,0.0,1.0,send to raving,0.6,0.5,send to raving,0.6,0.5,https://storage.googleapis.com/slang-audio-test-data/audio/b7e72c46-9de8-4216-88da-1c89a3173c51.wav
b06f5902-74ec-45d0-a49a-2d475aa5b8c2,hariharan as gift,en-IN,heidi hayden a skiff,1.3333333333333333,0.0,heidi hayden a skiff,1.3333333333333333,0.0,here as gift,0.3333333333333333,0.0,here as gift,0.3333333333333333,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b06f5902-74ec-45d0-a49a-2d475aa5b8c2.wav
b6add438-f509-479e-8fbd-fe2dad0e91e7,airtel bill payment,en-IN,airtel bill payment,0.0,1.0,airtel bill payment,0.0,1.0,,1.0,0.0,,1.0,0.0,https://storage.googleapis.com/slang-audio-test-data/audio/b6add438-f509-479e-8fbd-fe2dad0e91e7.wav
b06a4da9-25f4-4619-9016-8221dca36bcc,make payment against,en-IN,make payment against,0.0,1.0,make payment against,0.0,1.0,make payment against no,0.3333333333333333,1.0,make payment against no,0.3333333333333333,1.0,https://storage.googleapis.com/slang-audio-test-data/audio/b06a4da9-25f4-4619-9016-8221dca36bcc.wav
